// Sample: , Map: , Neighbors:(1.0):
//LACUNA_NUMBER, TRIANGLES, SCALE_X, SCALE_Y, SCALE_Z, POS_X, POS_Y, POS_Z , STD_X, STD_Y, STD_Z,PROJ_X, PROJ_Y, PROJ_Z, PCA1_X, PCA1_Y, PCA1_Z, PCA1_S, PCA2_X, PCA2_Y, PCA2_Z, PCA2_S, PCA3_X, PCA3_Y, PCA3_Z, PCA3_S,PROJ_PCA1, PROJ_PCA2, PROJ_PCA3,OBJ_RADIUS, OBJ_RADIUS_STD, VOLUME, VOLUME_BOX, Gilberto_Grad_X,Gilberto_Grad_Y,Gilberto_Grad_Z,Gilberto_Angle, Gilberto_Distance_Mean,Gilberto_Distance_COV, Gilberto_Distance_STD, SHAPET_XX, SHAPET_XY, SHAPET_XZ, SHAPET_YX, SHAPET_YY, SHAPET_YZ, SHAPET_ZX, SHAPET_ZY, SHAPET_ZZ, Neighbors, Neighbors_STD
7291, 0 ,1.0,1.0,1.0,25.190283400809715,36.51012145748988,95.51821862348179,1.569002210284711,2.3184916711027417,1.6017045780800687,6.0,9.0,5.0,-0.28526257262231625,-0.9534843821339554,0.09743098935927526,2.385536291693777,0.01383520490876216,-0.10574064600471628,-0.994297492145906,1.59254178144859,-0.9583495457118087,0.2822878828592093,-0.04335550051417871,1.4750106425535383,9.91727170841342,5.619766541666593,6.050965761538414,3.0832219888069696,0.9467688672695801,247.0,337.2369725239808, 0.0, 0.0,0.0,NaN, 44.58279613214808,44.58279613214808,0.0, 2.4617679358783087, 0.9555639331901854, -0.10265698503499453, 0.9555639331901854, 5.3754036289727845, -0.28864593748463246, -0.10265698503499453, -0.28864593748463246, 2.565457555442651, 9.0, 0.0
7293, 0 ,1.0,1.0,1.0,56.14337788578372,18.314702308626973,41.52126366950182,46.818164857706215,2.7383891864841368,2.166624636538268,99.0,11.0,7.0,0.9999899511763032,-0.0044704457376737675,3.356505957071558E-4,46.81863372682024,0.0044829848006633895,0.9975047883257984,-0.07045637028957116,2.7329402100812534,-1.984169616924195E-5,0.07045716700244666,0.9975148055163378,2.1633705317481455,99.04538787680929,10.977035656384443,7.546300658026276,46.39378513832018,7.193768055410134,823.0,8204.524878978886, 7.105427357601002E-15, 0.0,0.0,0.2568594849043867, 63.10980082867544,63.10980082867544,NaN, 2191.9405606433575, -9.765655981066804, 0.7332817582002253, -9.765655981066804, 7.498775336653252, -0.199279818227181, 0.7332817582002253, -0.199279818227181, 4.694262315654582, 12.0, 0.0
7304, 0 ,1.0,1.0,1.0,15.917077175697866,72.29638752052546,84.26108374384236,3.1002177997997085,3.129656347708797,28.897886232570023,14.0,12.0,98.0,0.012032914175869915,0.0028770705590205623,0.9999234627917454,28.900072447310237,-0.5853580416486238,-0.8107206911435043,0.009376781382060353,3.1797067174494758,-0.8106856185067821,0.5854260699839027,0.008071216109018536,3.0280696330724544,98.12381214564604,13.40355963041884,13.64130644399092,18.625828869469583,22.529368098034606,1218.0,17941.160375469834, 0.0, 0.0,0.0,NaN, 35.6168074811368,35.6168074811368,0.0, 9.611350406194946, 0.4753162065460364, 9.933800868742276, 0.4753162065460364, 9.794748854753966, 2.369251862457237, 9.933800868742276, 2.369251862457237, 835.0878287105601, 18.0, 0.0
7316, 0 ,1.0,1.0,1.0,89.65217391304348,44.66403162055336,39.65217391304348,1.8664833501096307,1.7199626429289927,1.8473261355746522,7.0,6.0,7.0,-0.4547628376837846,0.46521869418844125,0.7594487000709091,2.070946844359213,-0.8316208429328065,-0.5269988908911811,-0.175154053904539,1.8555154153391629,-0.3187436823868367,0.7112269227026402,-0.6265450736869713,1.4570130925157423,9.006522884489922,7.7526506810122555,6.710744564121459,3.020243429265589,0.8560228200597022,253.0,468.57388570572755, -1.4210854715202004E-14, 0.0,0.0,62.950324172239796, 60.61557655716832,60.61557655716832,0.0, 3.48376009623647, 0.12029558343357924, -0.5557655954631388, 0.12029558343357924, 2.9582714930712855, 0.8870940024059101, -0.5557655954631388, 0.8870940024059101, 3.412613851177178, 10.0, 0.0
7317, 0 ,1.0,1.0,1.0,38.421867199201195,80.23315027458811,29.9236145781328,3.1136343763827847,3.6028583830191634,4.057580630667189,12.0,15.0,16.0,-0.11143153305262349,0.3193565967912046,0.9410602411787896,4.136776485980719,-0.3423022306127857,-0.9013437462171727,0.2653462531725373,3.58665614937509,0.9329588395846053,-0.2925590799157204,0.20975459089091175,3.026920234072327,17.849617701662176,16.82374486535676,13.276429260270458,6.021752199673993,1.696398708432472,2003.0,3986.8773760964905, 0.0, 0.0,0.0,NaN, 52.558452570073925,52.558452570073925,0.0, 9.694719029792614, 0.8592052011847445, -1.1699722009596727, 0.8592052011847445, 12.980588528091461, 1.5040798761917007, -1.1699722009596727, 1.5040798761917007, 16.463960574365544, 16.0, 0.0
7324, 0 ,1.0,1.0,1.0,59.49523809523809,31.152380952380952,45.27619047619048,1.5251779569786312,1.446051783179701,1.2459094065914682,6.0,5.0,5.0,0.8329056851073426,-0.2862619822169876,-0.47362664330997,1.710759165524846,0.09705432055756964,0.9181185362042691,-0.3842379631676689,1.4537315852444375,-0.544838121442486,-0.2740664718920056,-0.7924891105924999,0.9641013251516859,7.563361969441921,5.840360891081922,4.011981696104954,2.3332471541333155,0.7249010465246932,105.0,177.22031843349072, 0.0, 0.0,7.105427357601002E-15,61.730031480665666, 68.27180970210179,68.27180970210179,0.0, 2.326167800453512, -0.37070294784580515, -0.8320181405895711, -0.37070294784580515, 2.091065759637193, -0.14684807256235824, -0.8320181405895711, -0.14684807256235824, 1.5522902494331043, 7.0, 0.0
7328, 0 ,1.0,1.0,1.0,20.858695652173914,85.25,13.608695652173912,1.5363814187545162,0.9849409604906143,1.5176964935397441,5.0,3.0,5.0,-0.6916376297331367,-0.19554598801594633,0.6952691246618073,1.8151327506314157,-0.7204491238572908,0.25463145958121325,-0.6450704455521142,1.227633644045305,0.05089645439901352,0.9470610256801872,0.316993634900136,0.9122433554937106,7.325625748006615,5.147017969971893,3.526066801239864,2.262895958505188,0.716436380308842,92.0,132.9507978427565, 0.0, 0.0,0.0,NaN, 28.945539926964848,28.945539926964848,0.0, 2.3604678638941397, 0.20923913043478176, -0.8705103969754246, 0.20923913043478176, 0.970108695652174, -0.44565217391304396, -0.8705103969754246, -0.44565217391304396, 2.3034026465028345, 9.0, 0.0
7341, 0 ,1.0,1.0,1.0,88.57058823529412,64.74117647058823,51.86470588235294,1.6081647215463644,1.4765057413204477,47.91928803822076,7.0,6.0,98.0,0.0035987160454391703,0.012779354956069685,0.999911864780957,47.92350825715873,0.9893765369928467,0.1452746329253899,-0.0054174787896032655,1.6040726725439545,-0.14533106099821497,0.9893088340428888,-0.012120791798934709,1.337436448203267,98.07883502640651,7.2161850248007084,6.371846187251968,47.875485292099285,2.9937162710799905,170.0,4509.706129311169, 0.0, 0.0,0.0,NaN, 60.75214094793521,60.75214094793521,NaN, 2.5861937716262955, 0.21826989619377166, 8.253667820069206, 0.21826989619377166, 2.1800692041522445, 29.32380622837372, 8.253667820069206, 29.32380622837372, 2296.2581660899673, 12.0, 0.0
7345, 0 ,1.0,1.0,1.0,32.28436018957346,60.27014218009479,44.57582938388626,2.902800077050621,2.1645593180590326,1.5585519008881805,10.0,8.0,5.0,-0.9430315697406685,0.3307307323817818,-0.03617514520580449,2.994748694554832,-0.3201031227386912,-0.9315776429108068,-0.17232842493820955,2.050937714046836,-0.09069426269279246,-0.15093136813451308,0.984375067150553,1.5381105636611105,11.781605969284966,8.958647511622416,5.88837785906199,3.758676752462993,1.1886961037109922,422.0,621.5021194247123, 0.0, 0.0,7.105427357601002E-15,87.92686452360815, 67.8803806743991,67.8803806743991,0.0, 8.426248287325091, -1.5104669706430673, 0.3267783742503557, -1.5104669706430673, 4.685317041396185, 0.21648210956627215, 0.3267783742503557, 0.21648210956627215, 2.429084027762161, 10.0, 0.0
7351, 0 ,1.0,1.0,1.0,64.26687598116169,68.52590266875981,58.857142857142854,3.576179495669551,3.0883948994406167,2.7055962702136447,14.0,12.0,11.0,-0.9333764274602849,0.35226004703864294,-0.06871174515181756,3.6466843648043743,-0.3487999499669723,-0.8452354234365955,0.40486500697269,3.0807225984583035,0.08454016539203632,0.40185810708295017,0.9117911066725728,2.6188423840261508,15.16681049002785,14.188938996922012,11.44451954383139,5.232674553584309,1.5055268293203534,1274.0,2462.8714646316425, 0.0, 0.0,0.0,NaN, 62.93019663754127,62.93019663754127,9.5367431640625E-7, 12.789059785247325, -1.341292705948457, 0.04126485759138857, -1.341292705948457, 9.538183054890817, -1.0567391791881573, 0.04126485759138857, -1.0567391791881573, 7.320251177393985, 15.0, 0.0
7361, 0 ,1.0,1.0,1.0,73.11920529801324,30.364238410596027,56.95143487858719,3.1210185812235745,2.62938928197035,2.5875109995730394,13.0,11.0,10.0,-0.8575504524149613,-0.4832951606601256,0.17616188363377097,3.3415696717308863,-0.21272080310899474,0.021373971966953946,-0.9768792214224952,2.562498778869822,-0.46835572110048956,0.8751965156494044,0.12113619404447869,2.370057022658704,14.202157204501724,10.896518145670782,10.947258069672635,4.644177496208263,1.3346435992831964,906.0,1694.1326725069116, 0.0, 0.0,0.0,NaN, 59.14172010584739,59.14172010584739,0.0, 9.740756984342813, 2.295432948847274, -0.6410098972267325, 2.295432948847274, 6.9136879961405535, -0.4922444922006349, -0.6410098972267325, -0.4922444922006349, 6.695213172911469, 14.0, 0.0
7362, 0 ,1.0,1.0,1.0,23.90506838294449,81.1781979082864,61.757039420756236,4.236074442781297,3.930104242773011,3.3387008694446334,17.0,17.0,15.0,0.8665203507648832,0.4025110999109771,0.29517333239769294,4.410373919331949,-0.4164966758919755,0.9089811705086545,-0.016844899276959178,3.8383086280978156,0.2750872601216536,0.1083422637255265,-0.9552952178303784,3.2176013281051548,19.25796550582308,16.583884087427577,14.192724041441188,6.4326082517962355,1.7772227261658615,2486.0,4532.756784982834, 3.552713678800501E-15, 1.4210854715202004E-14,0.0,53.08316414067507, 48.86958729351496,48.86958729351496,0.0, 17.94432668478488, 1.515307605130971, 2.3578685853976116, 1.515307605130971, 15.445719359062421, 1.0139306261484216, 2.3578685853976116, 1.0139306261484216, 11.146923495630352, 23.0, 0.0
