// Sample: , Map: , Neighbors:(1.0):
//LACUNA_NUMBER, TRIANGLES, SCALE_X, SCALE_Y, SCALE_Z, POS_X, POS_Y, POS_Z , STD_X, STD_Y, STD_Z,PROJ_X, PROJ_Y, PROJ_Z, PCA1_X, PCA1_Y, PCA1_Z, PCA1_S, PCA2_X, PCA2_Y, PCA2_Z, PCA2_S, PCA3_X, PCA3_Y, PCA3_Z, PCA3_S,PROJ_PCA1, PROJ_PCA2, PROJ_PCA3,OBJ_RADIUS, OBJ_RADIUS_STD, VOLUME, VOLUME_BOX, Mask_Grad_X,Mask_Grad_Y,Mask_Grad_Z,Mask_Angle, Mask_Distance_Mean,Mask_Distance_COV, Mask_Distance_STD, SHAPET_XX, SHAPET_XY, SHAPET_XZ, SHAPET_YX, SHAPET_YY, SHAPET_YZ, SHAPET_ZX, SHAPET_ZY, SHAPET_ZZ, Neighbors, Neighbors_STD
91065, 0 ,1.0,1.0,1.0,122.74877027292914,80.96828006858364,169.2342805745285,11.072756633961035,11.31182353883921,35.973924743029066,48.0,52.0,198.0,-0.005121471999893891,-0.04751894888640841,0.9988572070227485,36.01119098296154,0.6702682872489691,-0.7414357023334023,-0.03183586678115906,11.721613867211218,0.7421012017460202,0.6693392628571144,0.03564768667118644,10.51115811899693,199.03767842332502,56.48129780564637,51.93811569694647,26.07171679801754,29.410068613811816,71154.0,583883.4347158476, 0.0, 0.0,0.0,NaN, 116.06095107044449,116.06095107044449,0.0, 122.60593947492812, -13.085392606093794, -6.643027805179374, -13.085392606093794, 127.95735177383683, -55.67309257024625, -6.643027805179374, -55.67309257024625, 1294.123261417119, 14.0, 0.0
91074, 0 ,1.0,1.0,1.0,49.87520498315642,102.12940316532129,120.79320536452043,14.613157436722872,85.72749461890658,14.197839609179294,60.0,199.0,59.0,0.01238467196106487,0.9998416238009897,0.012780736106183355,85.74068573019758,0.9590234216252695,-0.015495350077563775,0.2829027587354612,14.614995584116013,0.2830559956520576,0.008753367407622585,-0.9590634399686235,14.116057100509481,200.09894617869756,66.0955343094413,64.90039875872372,87.54160992912698,10.039565951324981,157330.0,858349.7487241947, 0.0, 1.4210854715202004E-14,0.0,1.019737334966765, 135.42490950085633,135.42490950085633,0.0, 213.54437027044898, 88.3506241768763, 5.021329651859066, 88.3506241768763, 7349.203333634657, 91.33309052299994, 5.021329651859066, 91.33309052299994, 201.57864956798042, 16.0, 0.0
93131, 0 ,1.0,1.0,1.0,115.78254623113139,58.67675581226035,42.55074503713052,14.68017327673888,12.891279703063288,62.75357850054031,59.0,54.0,198.0,-0.0050171859146980885,-0.027186782394606635,0.9996177803083165,62.77661114089357,-0.9465275623487643,0.3225978749688623,0.004023031155779234,14.908073340136173,-0.32258394498115284,-0.9461455965804644,-0.02735157238247863,12.512019716709306,199.16534801164536,63.41776277192148,55.87880297347611,49.67023968229904,43.0415088530008,103015.0,705783.970701811, 0.0, 0.0,0.0,NaN, 111.11303746715791,111.11303746715791,0.0, 215.50748743507836, -19.54516325825913, -19.229721500977906, -19.54516325825913, 166.1850923826115, -102.75977033450236, -19.229721500977906, -102.75977033450236, 3938.0116146234745, 13.0, 0.0
93457, 0 ,1.0,1.0,1.0,50.14101353478124,166.5564054139125,163.4763770853006,14.02321051303905,53.12801793431033,9.745527970481668,57.0,199.0,38.0,-0.0012514336472436158,-0.9999838168116773,0.005549777344846185,53.12884684336573,0.9993477781249734,-0.001450888177579784,-0.036082035421737504,14.027800891054738,0.03608950360570102,0.00550100338547266,0.9993334211819634,9.73439640655565,199.22981619565795,56.98439650676942,39.05910666997798,37.29645100824038,41.51128497571318,63540.0,443437.6803234673, 0.0, 0.0,0.0,NaN, 70.47389791936338,70.47389791936338,0.0, 196.65043309300896, 3.2658263690800724, -3.6976603507128605, 3.2658263690800724, 2822.5862896284, -15.133739935059724, -3.6976603507128605, -15.133739935059724, 94.97531542344053, 10.0, 0.0
93936, 0 ,1.0,1.0,1.0,175.0302554027505,108.86234446627374,40.31237721021611,6.730688117955517,8.062999518518664,3.78851503227695,29.0,35.0,17.0,-0.4490087432918725,0.8845554688831676,-0.1263042790895559,8.627489832973959,-0.8609252976615286,-0.3904466325013242,0.3261273662463543,6.331793705000331,0.23916266492465196,0.25517258794246445,0.9368501321283378,3.18461576738189,37.468462522254725,28.651447660596318,13.314615954772862,10.568455669808435,3.602043126046952,7635.0,14293.582318270597, 2.8421709430404007E-14, 0.0,0.0,63.31989628169598, 102.73581730718244,102.73581730718244,0.0, 45.302162541187585, -15.467478922293296, -4.762954700138801, -15.467478922293296, 65.01196123563221, -10.99655423078761, -4.762954700138801, -10.99655423078761, 14.35284614978842, 8.0, 0.0
94236, 0 ,1.0,1.0,1.0,153.2446192853001,87.61999022205042,68.95944424863279,11.067531885077262,11.82492066299481,14.978721785432196,45.0,50.0,61.0,-0.0853487426023415,-0.2389231354181484,0.9672803768805405,15.201221137388277,0.4769400772203881,-0.8621656047076722,-0.17087607439329866,11.793142628583741,0.8747821185170681,0.44675071955287887,0.18753676893285623,10.794710737801424,66.27453560659069,58.97168803893958,50.60123355841364,21.231941009544776,5.990475607653613,87953.0,197765.87582165067, 0.0, 0.0,0.0,NaN, 120.90795368117449,120.90795368117449,0.0, 122.49026202720184, -6.937683644985535, -11.294889804888205, -6.937683644985535, 139.82874868612163, -23.15096125064469, -11.294889804888205, -23.15096125064469, 224.36210632538106, 14.0, 0.0
95773, 0 ,1.0,1.0,1.0,134.6010860935565,118.55224999206072,117.177090412525,12.926899031238365,16.908318124357855,16.574954996215666,56.0,69.0,68.0,0.33720113928609524,0.8718250953592481,0.3552694678212543,17.594484762286402,0.07456994743580092,0.3514508785269409,-0.9332318055671183,16.434620209726702,-0.9384746744604147,0.3411792535962278,0.053497685108232315,12.168090975851905,82.8177886000311,75.12426271028556,56.2143671453731,25.946743589131614,7.381840597357663,157445.0,349744.72929775313, 0.0, 1.4210854715202004E-14,-1.4210854715202004E-14,69.33428630186147, 133.30561981414453,133.30561981414453,0.0, 167.1047185638314, 50.67708828639445, 10.855178110066769, 50.67708828639445, 285.89122179448833, 9.997485888541286, 10.855178110066769, 9.997485888541286, 274.7291331265747, 24.0, 0.0
96552, 0 ,1.0,1.0,1.0,190.33553719008265,34.0396694214876,75.76198347107437,2.3562422634332014,2.210062612285449,2.964730868678257,10.0,9.0,13.0,0.4897414944226197,-0.30494615547119563,0.8167993088293086,3.3033886336615494,0.42240759808166456,-0.7365565246886757,-0.5282578035594165,2.1714341372341432,-0.7627090465725302,-0.6037320003129514,0.23191072005093769,1.8969398515910914,14.776624603201526,10.01167119667764,8.735401395206111,4.182264399216486,1.3170223889330321,605.0,1292.303986868818, 0.0, 0.0,0.0,NaN, 83.61805472025632,83.61805472025632,9.5367431640625E-7, 5.551877603988816, -1.4397568472098865, 2.676557612184956, -1.4397568472098865, 4.884376750221985, -1.387252236869066, 2.676557612184956, -1.387252236869066, 8.789629123693734, 4.0, 0.0
96871, 0 ,1.0,1.0,1.0,77.95163581029672,173.02221658635557,46.32351001775298,10.247288315263502,10.395784932555406,8.603423853848671,44.0,40.0,38.0,-0.2346778263503389,0.8919493928423685,-0.3864616390117011,10.878858136771592,-0.9599099505754244,-0.14994462343575987,0.23683221210172134,10.26004331229924,-0.1532945028556693,-0.42654764154879393,-0.8913797758999216,7.967441311914162,48.92045021151793,45.74234307342019,36.02907790232996,16.301730507038496,4.620795025202641,39430.0,80623.56527707039, 0.0, 0.0,0.0,NaN, 94.60510506193364,94.60510506193364,0.0, 105.00691781613588, -5.47057146765966, -4.523739954251718, -5.47057146765966, 108.07234436394602, -20.397702124665216, -4.523739954251718, -20.397702124665216, 74.01890200897232, 10.0, 0.0
96872, 0 ,1.0,1.0,1.0,74.58931580721267,65.09285473542299,128.26272328951802,6.2959823513478055,5.117392329457134,4.9932785018909325,25.0,23.0,23.0,-0.7341695920419472,-0.4616462879054123,0.4978731916704438,7.06407536023905,-0.6719886533964582,0.5989063711565662,-0.4355943161870782,5.286645726334626,-0.09708892741902211,-0.6543652370436761,-0.7499199135383706,3.5930689512737315,31.623669922269222,25.07282245640834,15.652054267710838,9.087949487478877,2.8581641542338447,5934.0,12410.430268515449, 0.0, 0.0,0.0,NaN, 122.2574441088609,122.2574441088609,0.0, 39.63939376848304, 6.484881528517987, -9.11910066455081, 6.484881528517987, 26.187704253586716, -12.42530511164886, -9.11910066455081, -12.42530511164886, 24.932830197446158, 7.0, 0.0
